id,lang,title,standard_timestamp,event_timestamp_v1,event_timestamp_v2,event_time_start_v1,event_time_end_v1,event_time_start_v2,event_time_end_v2,time_granularity_v1,time_granularity_v2,pseudo_time,pseudo_range_start,pseudo_range_end,pseudo_granularity,pseudo_source_text,is_evaluable_v1,is_evaluable_v2,is_exact_v1,is_exact_v2,is_relaxed_v1,is_relaxed_v2,is_range_hit_v1,is_range_hit_v2,is_anchor_in_gold_range_v1,is_anchor_in_gold_range_v2,is_interval_gold,exact_compare,relaxed_compare,range_compare
gdelt_4b52fc1d,sw,"Papa Leo XIV , Mahmoud Abbas wajadili hali Mashariki ya kati – DW – 06 . 11 . 2025",2025-11-07 00:45:00,2025-11-07 00:45:00,2025-11-06 00:00:00,2025-11-07 00:00:00,2025-11-07 00:00:00,2025-11-06 00:00:00,2025-11-06 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_4b775b76,pt,Químico eterno TFA contamina cereais na União Europeia,2026-01-12 23:15:00,2026-01-12 23:15:00,2026-01-12 00:00:00,2026-01-12 00:00:00,2026-01-12 00:00:00,2026-01-12 00:00:00,2026-01-12 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4b89e5ba,zh-cn,庆阳 ： 旅游市场升温 唱响文旅  好声音 - 新华网,2025-10-07 13:15:00,2025-10-07 13:15:00,2025-10-07 00:00:00,2025-10-07 00:00:00,2025-10-07 00:00:00,2025-10-07 00:00:00,2025-10-07 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4bdd87e2,es,"Las 25 mejores películas de 2025 , según los críticos de la BBC",2025-12-21 19:45:00,2025-12-21 19:45:00,2025-12-21 00:00:00,2025-12-21 00:00:00,2025-12-21 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,,year,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,de 2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_4c0d3287,es,Casi 30 personas mueren en ataques de Israel en Gaza – DW – 13 / 07 / 2025,2025-07-13 18:30:00,2025-07-13 18:30:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,2025-07-13 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,13 / 07 / 2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_4c19f897,zh-cn,严查回流药 ！ 国家医保局公布十起典型案例 - 新华网,2025-07-27 10:15:00,2025-07-27 10:15:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,2025-07-27 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4c5aaab7,en,Germany most powerful state leader wants to redraw the map,2026-01-19 20:00:00,2026-01-19 20:00:00,2026-01-19 00:00:00,2026-01-19 00:00:00,2026-01-19 00:00:00,2026-01-19 00:00:00,2026-01-19 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4c6cef22,en,Campaigners hope to save one of Scotland oldest churches,2026-03-10 12:00:00,2026-03-10 12:00:00,2026-03-10 00:00:00,2026-03-10 00:00:00,2026-03-10 00:00:00,2026-03-10 00:00:00,2026-03-10 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4c7fc519,en,Indonesia searches for missing plane with at least 10 on board,2026-01-18 02:00:00,2026-01-18 02:00:00,2026-01-18 00:00:00,2026-01-18 00:00:00,2026-01-18 00:00:00,2026-01-18 00:00:00,2026-01-18 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4c89f3bc,en,Denmark Copenhagen airport reopens after nearly four - hour drone disruption,2025-09-23 09:45:00,2025-09-23 09:45:00,2025-09-01 00:00:00,2025-09-23 00:00:00,2025-09-23 00:00:00,2025-09-01 00:00:00,2025-09-01 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4c92010f,en,Milton Keynes man being sentenced for murdering wife in hot tub,2026-03-24 06:15:00,2026-03-24 06:15:00,2026-03-24 00:00:00,2026-03-24 00:00:00,2026-03-24 00:00:00,2026-03-24 00:00:00,2026-03-24 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4cb7a9b9,bg,След руски плен :  Мразя руснаците с цялото си сърце  – DW – 19 . 06 . 2025,2025-07-20 19:30:00,2025-07-20 19:30:00,2025-06-19 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-06-19 00:00:00,2025-06-19 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_4cbfc358,vi,"Hội nghị 15 kết thúc , có gì đáng chú ý ? - BBC News Tiếng Việt",2025-12-23 15:45:00,2025-12-23 15:45:00,2025-12-01 00:00:00,2025-12-23 00:00:00,2025-12-23 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4ccb2971,tr,Rusyanın Batı  ya karşı  gerçeklik  girişimi : GFCN – DW – 08 . 06 . 2025,2025-06-08 15:45:00,2025-06-08 15:45:00,2025-06-08 00:00:00,2025-06-08 00:00:00,2025-06-08 00:00:00,2025-06-08 00:00:00,2025-06-08 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_4cef8670,en,"Iran war live : US , Israel attack ignites worst trade disruption in 80 years | US - Israel war on Iran News",2026-03-27 05:00:00,1946-03-27 05:00:00,2026-03-27 00:00:00,1946-03-27 00:00:00,1946-03-27 00:00:00,2026-03-27 00:00:00,2026-03-27 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4d0a1401,ur,بی جے پی کے سابق رُکن پارلیمان کو ریپ کے جرم میں دی گئی عمرقید کی سزا معطل کرنے کے متنازع فیصلے پر عملدرآمد روک دیا گیا,2025-12-30 02:15:00,2025-12-30 02:15:00,2025-12-30 00:00:00,2025-12-30 00:00:00,2025-12-30 00:00:00,2025-12-30 00:00:00,2025-12-30 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4d0dd34d,en,"LIVE :  Worst - case scenario of famine  unfolding in Gaza , IPC report finds | Israel - Palestine conflict News",2025-07-29 22:30:00,2025-07-29 22:30:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4d281cbf,en,"Israel kills two Palestinians , including 16 year - old , in West Bank | Gaza News",2025-12-21 22:00:00,2025-12-21 22:00:00,2025-12-21 00:00:00,2025-12-21 00:00:00,2025-12-21 00:00:00,2025-12-21 00:00:00,2025-12-21 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4dddd785,en,Huge crowds gather in Israel calling for hostage deal and end to Gaza war,2025-08-18 05:45:00,2025-08-18 05:45:00,2025-08-18 00:00:00,2025-08-18 00:00:00,2025-08-18 00:00:00,2025-08-18 00:00:00,2025-08-18 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4df05d0c,es,Irán : ola de ejecuciones como parte de la represión política – DW – 12 / 10 / 2025,2025-10-12 16:00:00,2025-10-12 16:00:00,2025-10-12 00:00:00,2025-10-12 00:00:00,2025-10-12 00:00:00,2025-10-12 00:00:00,2025-10-12 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,12 / 10 / 2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_4e6c3907,so,Trump oo dalabkii ugu dambeeyay u diray Ukraine si dagaalka loo soo afjaro,2025-11-23 12:45:00,2025-11-23 12:45:00,2025-11-23 00:00:00,2025-11-23 00:00:00,2025-11-23 00:00:00,2025-11-23 00:00:00,2025-11-23 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4e9ca037,zh-cn,普洱消防救援机动支队挂牌成立 _ 新华网,2026-02-01 15:30:00,2026-02-01 15:30:00,2026-02-01 00:00:00,2026-02-01 00:00:00,2026-02-01 00:00:00,2026-02-01 00:00:00,2026-02-01 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4ea89d00,no,Sun halo over Singapore,2025-08-25 17:30:00,2025-08-25 17:30:00,2025-08-24 00:00:00,2025-08-25 00:00:00,2025-08-25 00:00:00,2025-08-24 00:00:00,2025-08-24 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4f2b4942,en,China names new Central Military Commission vice chair amid ruling elite biggest shake - up in 8 years,2025-10-23 19:00:00,2017-10-23 19:00:00,2025-10-23 00:00:00,2017-10-23 00:00:00,2017-10-23 00:00:00,2025-10-23 00:00:00,2025-10-23 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4f4942ab,sv,"Dennis Schröder moment , Skinny Luka , Gianni emotion and 6 more lessons from EuroBasket",2025-09-15 21:15:00,2025-09-15 21:15:00,2025-09-16 00:00:00,2025-09-15 00:00:00,2025-09-15 00:00:00,2025-09-16 00:00:00,2025-09-16 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_4f91e6f9,en,Canadian police say 10 dead in British Columbia Tumbler Ridge shooting | Gun Violence News,2026-02-11 12:15:00,2026-02-11 12:15:00,2026-02-11 00:00:00,2026-02-11 00:00:00,2026-02-11 00:00:00,2026-02-11 00:00:00,2026-02-11 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_505a18b2,en,"Pakistan deploys helicopters , drones to end standoff with Baloch rebels | Conflict News",2026-02-04 20:30:00,2026-02-04 20:30:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_506dde81,en,"Bangladesh to hold election in first half of April 2026 , interim PM says",2025-06-07 06:30:00,2025-06-07 06:30:00,2026-04-01 00:00:00,2025-06-07 00:00:00,2025-06-07 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,,month,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-04-30 00:00:00,month,April 2026,1,1,0,1,0,1,0,1,0,1,1,v2_better,v2_better,v2_better
gdelt_507104f1,es,Libros de Xi sobre economía y sus interacciones con estudiantes universitarios debutan en Hong Kong,2026-03-18 21:00:00,2026-03-18 21:00:00,2026-03-18 00:00:00,2026-03-18 00:00:00,2026-03-18 00:00:00,2026-03-18 00:00:00,2026-03-18 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_50828c6e,ru,Рубио и Умеров : Переговоры во Флориде были очень продуктивны – DW – 30 . 11 . 2025,2025-12-01 06:30:00,2025-12-01 06:30:00,2025-11-30 00:00:00,2025-12-01 00:00:00,2025-12-01 00:00:00,2025-11-30 00:00:00,2025-11-30 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_50af347f,en,Vuelta a Espana : Ben Turner wins fourth stage to claim maiden Grand Tour stage victory,2025-08-27 00:15:00,2025-08-27 00:15:00,2025-08-27 00:00:00,2025-08-27 00:00:00,2025-08-27 00:00:00,2025-08-27 00:00:00,2025-08-27 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_5142574d,en,"The Singaporean female mountaineer who scaled Everest , K2 and Annapurna",2025-09-09 10:30:00,2025-09-09 10:30:00,2025-09-09 00:00:00,2025-09-09 00:00:00,2025-09-09 00:00:00,2025-09-09 00:00:00,2025-09-09 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_519ef55a,zh-cn,澳门全面部署应对台风  桦加沙 - 新华网,2025-09-23 01:30:00,2025-09-23 01:30:00,2025-09-23 00:00:00,2025-09-23 00:00:00,2025-09-23 00:00:00,2025-09-23 00:00:00,2025-09-23 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_51b6365e,uk,"Зеленський : Україна готується стягнути з РФ 6 , 9 млрд доларів – DW – 20 . 07 . 2025",2025-07-20 22:00:00,2025-07-20 22:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,2025-07-20 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_52274732,en,"  In an instant , they were gone  - Tennessee town mourns 16 people after blast",2025-10-13 03:00:00,2025-10-13 03:00:00,2025-10-13 00:00:00,2025-10-13 00:00:00,2025-10-13 00:00:00,2025-10-13 00:00:00,2025-10-13 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_52598972,sw,Nchi 10 zenye Visiwa vingi zaidi duniani - BBC News Swahili,2025-08-04 11:45:00,2025-08-04 11:45:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,2025-08-04 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_52742718,en,"China courts Taiwanese worshippers in religious charm offensive , study shows",2025-10-23 13:15:00,2025-10-23 13:15:00,2025-10-23 00:00:00,2025-10-23 00:00:00,2025-10-23 00:00:00,2025-10-23 00:00:00,2025-10-23 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_5275e69e,zh-cn,长三角地区首个国家级国土空间规划落地 _ 新华网江苏频道,2025-12-15 12:30:00,2025-12-15 12:30:00,2025-12-15 00:00:00,2025-12-15 00:00:00,2025-12-15 00:00:00,2025-12-15 00:00:00,2025-12-15 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_52ebac30,ko,云南省发布 《 林下西洋参生产技术规程 》_ 新华网,2025-08-05 11:00:00,2025-08-05 11:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,2025-08-05 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_53483f7d,zh-cn,台风  丹娜丝  或在闽北至浙江沿海登陆 - 新华网,2025-07-06 09:30:00,2025-07-06 09:30:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,2025-07-06 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_5388ad42,en,China population falls for a fourth straight year,2026-01-19 13:00:00,2026-01-19 13:00:00,2026-01-01 00:00:00,2026-01-19 00:00:00,2026-01-19 00:00:00,2026-01-01 00:00:00,2026-01-01 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_53b89799,pl,Prasa : Plan Trumpa odbiera Ukrainie podstawę jej egzystencji – DW – 20 . 11 . 2025,2025-11-20 20:00:00,2025-11-20 20:00:00,2025-11-20 00:00:00,2025-11-20 00:00:00,2025-11-20 00:00:00,2025-11-20 00:00:00,2025-11-20 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_5433bb10,en,"Anxiety : Some days I could not leave the house , says musician",2026-01-05 15:00:00,2026-01-05 15:00:00,2026-01-05 00:00:00,2026-01-05 00:00:00,2026-01-05 00:00:00,2026-01-05 00:00:00,2026-01-05 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_5469808f,en,"Denmark , Greenland envoys met with White House officials over Trump call for a  takeover  ",2026-01-09 06:15:00,2026-01-09 06:15:00,2026-01-09 00:00:00,2026-01-09 00:00:00,2026-01-09 00:00:00,2026-01-09 00:00:00,2026-01-09 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_54781416,en,US treasury secretary declines to rule out future Federal Reserve lawsuits,2026-02-06 04:30:00,2026-02-06 04:30:00,2026-02-06 00:00:00,2026-02-06 00:00:00,2026-02-06 00:00:00,2026-02-06 00:00:00,2026-02-06 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_54a20e87,en,UNC fumbles away chance for first ACC win under Bill Belichick,2025-10-18 19:00:00,2025-10-18 19:00:00,2025-10-18 00:00:00,2025-10-18 00:00:00,2025-10-18 00:00:00,2025-10-18 00:00:00,2025-10-18 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_54c4a11d,ru,Тысяча чертей ! Обнаружен скелет д  Артаньяна ? ,2026-03-27 00:45:00,2026-03-27 00:45:00,2026-03-27 00:00:00,2026-03-27 00:00:00,2026-03-27 00:00:00,2026-03-27 00:00:00,2026-03-27 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_54cacee5,en,"Bagpuss film  will be faithful to original , Birmingham producer says",2025-09-10 15:30:00,2025-09-10 15:30:00,2025-09-10 00:00:00,2025-09-10 00:00:00,2025-09-10 00:00:00,2025-09-10 00:00:00,2025-09-10 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_55226002,en,Airbnb and short - term rentals provide little relief for stretched World Cup travelers,2026-02-04 23:00:00,2026-02-04 23:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_557a8138,en,The community repair cafes fixing sentimental and everyday items,2025-12-28 16:15:00,2025-12-28 16:15:00,2025-12-28 00:00:00,2025-12-28 00:00:00,2025-12-28 00:00:00,2025-12-28 00:00:00,2025-12-28 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_558591f9,zh-cn,白银会宁县产业联盟成立 - 新华网,2025-11-10 13:00:00,2025-11-10 13:00:00,2025-11-10 00:00:00,2025-11-10 00:00:00,2025-11-10 00:00:00,2025-11-10 00:00:00,2025-11-10 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_55b200f0,en,President Prabowo reaffirms commitment to making Nusantara Indonesia future capital city,2026-01-14 02:00:00,2026-01-14 02:00:00,2026-01-14 00:00:00,2026-01-14 00:00:00,2026-01-14 00:00:00,2026-01-14 00:00:00,2026-01-14 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_55d35b66,zh-cn,新春走基层丨老庙会新玩法 ， 非遗如何圈粉年轻人 ？- 新华网,2026-02-26 17:00:00,2026-02-26 17:00:00,2026-02-01 00:00:00,2026-02-26 00:00:00,2026-02-26 00:00:00,2026-02-01 00:00:00,2026-02-01 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_55eb1cd0,en,Why the world superyachts are getting bigger and bigger,2025-07-03 08:45:00,2025-07-03 08:45:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_55ebd1cc,en,"  Heroic  train worker in life - threatening condition after knife attack , with suspect in custody",2025-11-03 15:45:00,2025-11-03 15:45:00,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,2025-11-03 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_5603a458,en,The impact of altitude on World Cup 2026 :  Running back and taking a breath is what costs you  ,2025-12-07 21:30:00,2025-12-07 21:30:00,2026-01-01 00:00:00,2025-12-07 00:00:00,2025-12-07 00:00:00,2026-01-01 00:00:00,2026-12-31 00:00:00,,year,2026-01-01 00:00:00,2026-01-01 00:00:00,2026-12-31 00:00:00,year,2026,1,1,0,1,0,1,0,1,0,1,1,v2_better,v2_better,v2_better
gdelt_561de866,en,Lammy admits licence error on JD Vance fishing trip,2025-08-13 23:15:00,2025-08-13 23:15:00,2025-08-13 00:00:00,2025-08-13 00:00:00,2025-08-13 00:00:00,2025-08-13 00:00:00,2025-08-13 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_56ff2270,fa,از افغانستان تا ایران ؛ آیا مداخله نظامی آمریکا جواب می‌دهد ؟ ,2025-07-03 22:30:00,2025-07-03 22:30:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_57339f32,uk,У Гаазі створили Комісію для роботи над репараціями Україні – DW – 16 . 12 . 2025,2025-12-17 04:45:00,2025-12-17 04:45:00,2025-12-16 00:00:00,2025-12-17 00:00:00,2025-12-17 00:00:00,2025-12-16 00:00:00,2025-12-16 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_575adea5,ru,Жалоба в ООН за выдворение из Беларуси,2026-03-05 21:45:00,2026-03-05 21:45:00,2026-03-05 00:00:00,2026-03-05 00:00:00,2026-03-05 00:00:00,2026-03-05 00:00:00,2026-03-05 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_5792f69d,sq,Itali : Megafabrikë nën tokë - prodhim i paligjshëm cigaresh – DW – 28 / 09 / 2025,2025-09-28 19:15:00,2025-09-28 19:15:00,2025-09-28 00:00:00,2025-09-28 00:00:00,2025-09-28 00:00:00,2025-09-28 00:00:00,2025-09-28 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,28 / 09 / 2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_579720bd,en,Delhi Red Fort blast kills 13 : What happened as police invoke  terror  law ? | Crime News,2025-11-11 16:15:00,2025-11-11 16:15:00,2025-11-11 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,2025-11-11 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_57c6008a,ru,В Венесуэле из тюрьмы освобождены правозащитник и активисты,2026-02-02 10:00:00,2026-02-02 10:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,2026-02-02 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_57ea487b,tr,Almanya Başbakanı Merzten Körfez ülkelerine kritik ziyaret,2026-02-04 21:45:00,2026-02-04 21:45:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_583318bd,en,Commentary : Amazon layoffs show how AI is coming for India,2025-11-04 06:45:00,2025-11-04 06:45:00,2025-11-04 00:00:00,2025-11-04 00:00:00,2025-11-04 00:00:00,2025-11-04 00:00:00,2025-11-04 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_584023b2,ko,"中 닝샤 , 양조용 포도밭 카본싱크 거래 첫걸음 - Xinhua",2025-12-22 13:30:00,2025-12-22 13:30:00,2025-12-22 00:00:00,2025-12-22 00:00:00,2025-12-22 00:00:00,2025-12-22 00:00:00,2025-12-22 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_58445e09,de,Wal strandet an Ostseeküste : Kann er gerettet werden ? ,2026-03-23 20:45:00,2026-03-23 20:45:00,2026-01-01 00:00:00,2026-03-23 00:00:00,2026-03-23 00:00:00,2026-01-01 00:00:00,2026-01-01 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_584dfacc,en,"Jail , caning for man who cursed at NEA officers over discarded cigarette , tried to rob store wielding metal rod",2025-07-21 13:30:00,2025-07-21 13:30:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_588069fd,en,"  Little hands , big heart : How a young family community projects are inspiring others",2026-02-16 15:00:00,2026-02-16 15:00:00,2026-02-16 00:00:00,2026-02-16 00:00:00,2026-02-16 00:00:00,2026-02-16 00:00:00,2026-02-16 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_592d0226,en,  Im terrified after sixth car crashed into my home  ,2026-01-14 16:30:00,2026-01-14 16:30:00,2026-01-14 00:00:00,2026-01-14 00:00:00,2026-01-14 00:00:00,2026-01-14 00:00:00,2026-01-14 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_594fdc5c,en,Two dead and eight critically injured after shooting at Brown University,2025-12-14 09:30:00,2025-12-14 09:30:00,2025-12-14 00:00:00,2025-12-14 00:00:00,2025-12-14 00:00:00,2025-12-14 00:00:00,2025-12-14 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_59581c33,sw,"Watu 100 wafukiwa na maporomoko ya ardhi huko Masisi , DRC",2026-03-08 18:45:00,2026-03-08 18:45:00,2026-03-08 00:00:00,2026-03-08 00:00:00,2026-03-08 00:00:00,2026-03-08 00:00:00,2026-03-08 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
gdelt_5974670b,es,"Japón emite aviso de tsunami tras temblor de magnitud 6 , 7 – DW – 09 / 11 / 2025",2025-11-09 21:15:00,2025-11-09 21:15:00,2025-11-09 00:00:00,2025-11-09 00:00:00,2025-11-09 00:00:00,2025-11-09 00:00:00,2025-11-09 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,09 / 11 / 2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_59e4a2c2,en,"No Pride , no Palestine : Bundestag boss claims neutrality – DW – 06 / 30 / 2025",2025-07-02 13:15:00,2025-06-30 00:00:00,2025-06-30 00:00:00,2025-06-30 00:00:00,2025-06-30 00:00:00,2025-06-30 00:00:00,2025-06-30 00:00:00,,day,2025-01-01 00:00:00,2025-01-01 00:00:00,2025-12-31 00:00:00,year,06 / 30 / 2025,1,1,1,1,1,1,1,1,1,1,1,tie,tie,tie
gdelt_5a19c421,en,How Trump absence marks leadership opportunity for China at G20 | Business and Economy News,2025-11-21 15:15:00,2025-11-21 15:15:00,2025-11-21 00:00:00,2025-11-21 00:00:00,2025-11-21 00:00:00,2025-11-21 00:00:00,2025-11-21 00:00:00,,day,,,,,,0,0,0,0,0,0,0,0,0,0,0,na,na,na
